gene.ID,geneID_UCSC,gene.name,chrom,strand,Tx.start,Tx.end,TSS
mm10-7825,NM_001166157,Krt81,chr15,-,101459060,101463765,101463765
mm10-7826,NM_010667,Krt86,chr15,+,101473477,101479983,101473477
mm10-7827,NM_001201323,Krt83,chr15,-,101485129,101491512,101491512
mm10-7828,NR_002872,Gm6042,chr15,+,101503815,101506313,101503815
mm10-7829,NM_008474,Krt84,chr15,-,101525025,101532820,101532820
mm10-7830,NM_053249,Krt82,chr15,-,101541220,101550659,101550659
mm10-7831,NM_177717,Krt90,chr15,-,101552355,101562950,101562950
mm10-7832,NM_133357,Krt75,chr15,-,101563342,101573904,101573904
mm10-7833,NR_002868,Gm5476,chr15,-,101587316,101588572,101588572
mm10-7834,NR_002869,Gm5477,chr15,+,101608873,101610479,101608873
mm10-7835,NM_001003670,Gm5414,chr15,-,101624027,101628188,101628188
mm10-7836,NR_003960,Gm5478,chr15,-,101643019,101647380,101647380
mm10-7837,NM_010669,Krt6b,chr15,-,101676022,101680289,101680289
mm10-7838,NM_008476,Krt6a,chr15,-,101689927,101694305,101694305
mm10-7839,NM_027011,Krt5,chr15,-,101707069,101712891,101712891
mm10-7840,NM_019956,Krt71,chr15,-,101733948,101743097,101743097
mm10-7841,NR_033444,Krt74,chr15,-,101754258,101763504,101763504
mm10-7842,NM_213728,Krt72,chr15,-,101776559,101786458,101786458
mm10-7843,NM_212485,Krt73,chr15,-,101793307,101802332,101802332
mm10-7844,NM_010668,Krt2,chr15,-,101810688,101818169,101818169
mm10-7845,NM_008473,Krt1,chr15,-,101845425,101850786,101850786
mm10-7846,NM_001003667,Krt77,chr15,-,101859855,101869618,101869618
mm10-7847,NM_001033177,Krt76,chr15,-,101884350,101892920,101892920
mm10-7848,NM_008475,Krt4,chr15,-,101918534,101924735,101924735
mm10-7849,NM_146063,Krt79,chr15,-,101929331,101940324,101940324
mm10-7850,NM_212487,Krt78,chr15,-,101946003,101954287,101954287
mm10-7851,NM_031170,Krt8,chr15,-,101996710,102004342,102004342
mm10-7852,NM_010664,Krt18,chr15,+,102028215,102032026,102028215
mm10-7853,NM_145625,Eif4b,chr15,+,102073772,102097173,102073772
mm10-7854,NM_153533,Tns2,chr15,+,102102987,102116401,102102987
mm10-7855,NM_001033277,Spryd3,chr15,-,102116527,102136215,102136215
mm10-7856,NM_008344,Igfbp6,chr15,+,102144185,102149512,102144185
mm10-7857,NM_146064,Soat2,chr15,+,102150574,102163436,102150574
mm10-7858,NM_144942,Csad,chr15,-,102176997,102189043,102189043
mm10-7859,"NM_001289691,NM_001289695,NM_001289690,NM_001289694",Zfp740,chr15,+,102203644,102215610,102203644
mm10-7860,NM_013566,Itgb7,chr15,-,102215994,102231935,102231935
mm10-7861,"NM_011244,NM_001042727",Rarg,chr15,-,102234937,102257522,102257522
mm10-7862,NM_134100,Mfsd5,chr15,+,102279455,102281744,102279455
mm10-7863,NM_001014976,Espl1,chr15,+,102296292,102324356,102296292
mm10-7864,NM_027044,Pfdn5,chr15,+,102326115,102331489,102326115
mm10-7865,NM_021713,Myg1,chr15,+,102331708,102338138,102331708
mm10-7866,NM_153416,Aaas,chr15,-,102338246,102350759,102350759
mm10-7867,NM_130458,Sp7,chr15,-,102357176,102366271,102366271
mm10-7868,NM_013672,Sp1,chr15,+,102406315,102436404,102406315
mm10-7869,NM_144547,Amhr2,chr15,+,102445366,102454639,102445366
mm10-7870,"NM_001170911,NM_025385",Prr13,chr15,+,102459169,102462806,102459169
mm10-7871,"NM_001103166,NM_001174073,NM_011042,NM_001103165",Pcbp2,chr15,+,102470631,102500059,102470631
mm10-7872,"NM_009582,NM_001163643",Map3k12,chr15,-,102497646,102517004,102517004
mm10-7873,"NM_009319,NM_001253795",Tarbp2,chr15,+,102518191,102523676,102518191
mm10-7874,NM_018787,Npff,chr15,-,102523838,102524621,102524621
mm10-7875,"NM_001310070,NM_001310067,NM_001310066",Atf7,chr15,-,102525945,102625464,102625464
mm10-7876,NM_026468,Atp5g2,chr15,-,102662867,102671047,102671047
mm10-7877,NR_030460,Mir688,chr15,-,102671791,102671866,102671866
mm10-7878,NM_026192,Calcoco1,chr15,-,102706776,102722178,102722178
mm10-7879,NR_104334,Gm38436,chr15,-,102746440,102746909,102746909
mm10-7880,NM_010464,Hoxc13,chr15,+,102921130,102928814,102921130
mm10-7881,NM_010463,Hoxc12,chr15,+,102936852,102938517,102936852
mm10-7882,NR_047528,Hotair,chr15,-,102944061,102947946,102947946
mm10-7883,NM_001024842,Hoxc11,chr15,+,102954525,102956701,102954525
mm10-7884,NM_010462,Hoxc10,chr15,+,102966795,102971897,102966795
mm10-7885,NR_029722,Mir196a-2,chr15,+,102973349,102973434,102973349
mm10-7886,NM_008272,Hoxc9,chr15,+,102977031,102984444,102977031
mm10-7887,NM_010466,Hoxc8,chr15,+,102990538,102994254,102990538
mm10-7888,NM_010465,Hoxc6,chr15,+,103009561,103011881,103009561
mm10-7889,NM_175730,Hoxc5,chr15,+,103014007,103017429,103014007
mm10-7890,NR_030526,Mir615,chr15,+,103014909,103015001,103014909
mm10-7891,NM_013553,Hoxc4,chr15,+,103034394,103036852,103034394
mm10-7892,NR_045743,D930007P13Rik,chr15,-,103123069,103146828,103146828
mm10-7893,NM_027885,Smug1,chr15,-,103153289,103163284,103163284
mm10-7894,"NM_007626,NM_001110216,NM_001076789",Cbx5,chr15,-,103191545,103239816,103239816
mm10-7895,"NM_010447,NM_001039129,NR_104427",Hnrnpa1,chr15,+,103240396,103246698,103240396
mm10-7896,NR_002885,Gm10052,chr15,+,103240431,103244584,103240431
mm10-7897,"NM_008685,NM_001302341,NM_001302343,NM_001302340,NM_001302339,NM_001302338",Nfe2,chr15,-,103248211,103258403,103258403
mm10-7898,NM_019817,Copz1,chr15,+,103272917,103299864,103272917
mm10-7899,NR_029766,Mir148b,chr15,+,103285124,103285221,103285124
mm10-7900,NM_030720,Gpr84,chr15,-,103308234,103310438,103310438
mm10-7901,NM_013866,Zfp385a,chr15,-,103313894,103340086,103340086
mm10-7902,"NM_010577,NM_001314041",Itga5,chr15,-,103344285,103366791,103366791
mm10-7903,NR_105928,Mir6963,chr15,-,103350454,103350525,103350525
mm10-7904,NM_028797,Gtsf1,chr15,-,103402458,103430427,103430427
mm10-7905,NM_177631,BC048502,chr15,-,103438959,103448459,103448459
mm10-7906,NM_153505,Nckap1l,chr15,+,103453824,103498800,103453824
mm10-7907,"NM_001285890,NM_008800",Pde1b,chr15,+,103503033,103530056,103503033
mm10-7908,NM_021391,Ppp1r1a,chr15,-,103530278,103537992,103537992
mm10-7909,"NM_001289587,NM_008134",Glycam1,chr15,-,103562759,103565081,103565081
mm10-7910,"NR_126081,NM_009268",Mucl1,chr15,-,103751922,103899300,103899300
mm10-7911,NM_009267,Mucl2,chr15,-,103895855,103899312,103899312
mm10-7912,NM_146860,Olfr161,chr16,+,3592397,3593339,3592397
mm10-7913,"NM_019453,NM_001161791,NM_001161790",Mefv,chr16,-,3707214,3718124,3718124
mm10-7914,NM_148924,Zfp263,chr16,+,3744098,3750788,3744098
mm10-7915,NM_008762,Olfr15,chr16,+,3838974,3839913,3838974
mm10-7916,NM_001081217,Zfp174,chr16,+,3847222,3858880,3847222
mm10-7917,NM_001033159,Zfp597,chr16,-,3861543,3872374,3872374
mm10-7918,"NM_029090,NM_001290689",Naa60,chr16,+,3884618,3904781,3884618
mm10-7919,NM_028484,1700037C18Rik,chr16,-,3905797,3908689,3908689
mm10-7920,NM_029738,Cluap1,chr16,+,3909008,3941147,3909008
mm10-7921,"NM_175547,NM_001081280",Nlrc3,chr16,-,3946932,3976632,3976632
mm10-7922,NM_177472,Slx4,chr16,-,3979105,4001678,4001678
mm10-7923,NM_010061,Dnase1,chr16,+,4037144,4040024,4037144
mm10-7924,NM_026508,Trap1,chr16,-,4039976,4077810,4077810
mm10-7925,NM_001025432,Crebbp,chr16,-,4084047,4213404,4213404
mm10-7926,"NR_040572,NR_040571,NR_040570",4930455F16Rik,chr16,-,4219911,4229116,4229116
mm10-7927,NR_003628,Gm5766,chr16,+,4229228,4231205,4229228
mm10-7928,"NM_001291910,NM_009624",Adcy9,chr16,-,4284885,4420498,4420498
mm10-7929,NM_175347,Srl,chr16,-,4480227,4523053,4523053
mm10-7930,NM_031182,Tfap4,chr16,-,4544660,4559720,4559720
mm10-7931,NM_031184,Glis2,chr16,+,4594712,4615957,4594712
mm10-7932,NM_025571,Pam16,chr16,-,4616465,4624946,4624946
mm10-7933,NM_030205,Coro7,chr16,-,4626883,4679720,4679720
mm10-7934,NM_139307,Vasn,chr16,+,4639944,4651166,4639944
mm10-7935,"NM_001135112,NM_023646",Dnaja3,chr16,+,4684069,4707693,4684069
mm10-7936,"NM_001290763,NM_001290762,NM_001290761,NM_026393",Nmral1,chr16,-,4711317,4719356,4719356
mm10-7937,"NM_010443,NM_001136066",Hmox2,chr16,+,4726360,4766249,4726360
mm10-7938,NM_025670,Cdip1,chr16,-,4765460,4789935,4789935
mm10-7939,NM_030192,4930562C15Rik,chr16,+,4835415,4867691,4835415
mm10-7940,NM_145359,Ubald1,chr16,-,4874778,4879851,4879851
mm10-7941,"NM_001252437,NM_029657",Mgrn1,chr16,+,4886099,4938296,4886099
mm10-7942,NR_037666,Gm16861,chr16,-,4935163,4939585,4939585
mm10-7943,"NM_001316715,NM_025839",Nudt16l1,chr16,+,4939110,4941028,4939110
mm10-7944,NM_028301,Anks3,chr16,-,4941414,4964237,4964237
mm10-7945,"NM_001271586,NR_073370",4930451G09Rik,chr16,+,4964287,4978962,4964287
mm10-7946,"NM_027669,NM_029374",Sept12,chr16,-,4986857,4997852,4997852
mm10-7947,"NM_001253803,NM_001253802,NM_001253796,NM_001253797,NR_045596,NR_045595",Smim22,chr16,+,5007287,5008308,5007287
mm10-7948,NM_133185,Rogdi,chr16,-,5008728,5013553,5013553
mm10-7949,"NM_001079814,NM_028720",Glyr1,chr16,-,5013901,5049910,5049910
mm10-7950,NM_026666,Ubn1,chr16,+,5050067,5086285,5050067
mm10-7951,NM_008909,Ppl,chr16,-,5086290,5132481,5132481
mm10-7952,NM_001127725,Sec14l5,chr16,+,5147108,5183934,5147108
mm10-7953,"NM_013796,NR_027804",Nagpa,chr16,-,5195279,5204012,5204012
mm10-7954,NM_001033220,AU021092,chr16,-,5211818,5222299,5222299
mm10-7955,NM_145362,Alg1,chr16,+,5233620,5244907,5233620
mm10-7956,NM_027446,Eef2kmt,chr16,-,5244154,5255956,5255956
mm10-7957,"NM_021477,NM_183188",Rbfox1,chr16,+,5884792,7412480,5884792
mm10-7958,NR_045799,1700123O21Rik,chr16,+,5975586,5998496,5975586
mm10-7959,NM_029070,Tmem114,chr16,-,8409275,8425136,8425136
mm10-7960,NM_146247,Mettl22,chr16,+,8470812,8490197,8470812
mm10-7961,"NM_001170978,NM_172961",Abat,chr16,+,8513428,8621567,8513428
mm10-7962,NM_025708,Tmem186,chr16,-,8633730,8637701,8637701
mm10-7963,NM_016881,Pmm2,chr16,+,8637706,8657524,8637706
mm10-7964,NM_025821,Carhsp1,chr16,-,8658586,8672153,8672153
mm10-7965,NM_001324517,Gm5767,chr16,+,8680769,8683905,8680769
mm10-7966,NM_001003918,Usp7,chr16,-,8688721,8738342,8738342
mm10-7967,NM_001081400,1810013L24Rik,chr16,+,8830099,8858924,8830099
mm10-7968,NM_008170,Grin2a,chr16,-,9577709,9992533,9992533
mm10-7969,NM_026594,Rpl39l,chr16,+,10170227,10174911,10170227
mm10-7970,"NM_153123,NM_029253",Atf7ip2,chr16,+,10192905,10243051,10192905
mm10-7971,NM_007929,Emp2,chr16,-,10281748,10313968,10313968
mm10-7972,NR_126064,Gm1600,chr16,-,10324104,10331285,10331285
mm10-7973,"NM_001099275,NM_001291001",Tekt5,chr16,-,10357951,10395465,10395465
mm10-7974,NM_011955,Nubp1,chr16,+,10411937,10424425,10411937
mm10-7975,NM_001013778,Tvp23a,chr16,-,10420558,10447350,10447350
mm10-7976,"NM_001243761,NM_001243760,NM_007575,NM_001302619,NM_001302618",Ciita,chr16,+,10480071,10527640,10480071
mm10-7977,NM_021428,Dexi,chr16,-,10530206,10543054,10543054
mm10-7978,"NM_177562,NM_001204229",Clec16a,chr16,+,10545338,10744878,10545338
mm10-7979,"NM_001271603,NM_009896",Socs1,chr16,-,10783808,10785536,10785536
mm10-7980,NM_013694,Tnp2,chr16,-,10787934,10788655,10788655
mm10-7981,NM_013638,Prm3,chr16,-,10790507,10790914,10790914
mm10-7982,NM_008933,Prm2,chr16,-,10791376,10792105,10792105
mm10-7983,NM_013637,Prm1,chr16,-,10796331,10796823,10796823
mm10-7984,NM_001162932,Rmi2,chr16,+,10835058,10843235,10835058
mm10-7985,NR_131135,Gm21859,chr16,-,10912011,10914797,10914797
mm10-7986,NM_019980,Litaf,chr16,-,10959272,10993121,10993121
mm10-7987,NR_040518,Gm4262,chr16,+,11008897,11015184,11008897
mm10-7988,NM_009223,Snn,chr16,+,11066297,11074986,11066297
mm10-7989,"NM_134105,NM_029582",Txndc11,chr16,-,11074910,11134532,11134532
mm10-7990,"NR_027502,NM_145931",Zc3h7a,chr16,-,11136593,11176393,11176393
mm10-7991,NM_025546,Rsl1d1,chr16,-,11193036,11203292,11203292
mm10-7992,NR_038156,2610020C07Rik,chr16,+,11203382,11225796,11203382
mm10-7993,"NM_001130008,NM_146066",Gspt1,chr16,-,11216240,11254325,11254325
mm10-7994,NR_035466,Mir1945,chr16,-,11254367,11254445,11254445
mm10-7995,NM_011608,Tnfrsf17,chr16,+,11313808,11320068,11313808
mm10-7996,"NM_001290148,NM_028964",Snx29,chr16,+,11322903,11755473,11322903
mm10-7997,NR_126430,4833415N18Rik,chr16,+,11779701,11781501,11779701
mm10-7998,NM_146067,Cpped1,chr16,-,11803720,11909423,11909423
mm10-7999,NR_033509,Gm9961,chr16,+,11901363,11930594,11901363
mm10-8000,"NM_001174086,NM_028277",Shisa9,chr16,+,11984112,12270904,11984112
mm10-8001,NR_040507,1700003L19Rik,chr16,+,12811389,12848653,12811389
mm10-8002,NM_015769,Ercc4,chr16,+,13109735,13152009,13109735
mm10-8003,"NM_001122667,NM_181860,NM_153588",Mkl2,chr16,+,13256480,13417529,13256480
mm10-8004,NR_030549,Mir193b,chr16,+,13449522,13449601,13449522
mm10-8005,NR_029855,Mir365-1,chr16,+,13453839,13453926,13453839
mm10-8006,NR_105784,Mir6365,chr16,-,13471079,13471180,13471180
mm10-8007,NR_037997,2310015D24Rik,chr16,-,13514130,13520419,13520419
mm10-8008,NM_028761,Parn,chr16,-,13537963,13668170,13668170
mm10-8009,"NM_025653,NM_001177552,NM_025976",Bfar,chr16,+,13671857,13703612,13671857
mm10-8010,"NM_011987,NM_001291009,NR_110990",Pla2g10,chr16,-,13715056,13730484,13730484
mm10-8011,NR_040574,Pla2g10os,chr16,+,13729835,13739471,13729835
mm10-8012,NM_001039521,Rrn3,chr16,+,13780698,13814841,13780698
mm10-8013,"NM_001346106,NM_001346107,NM_001346108,NM_001346109,NM_001346110,NM_001346111,NM_010946,NR_144374",Ntan1,chr16,+,13819250,13835451,13819250
mm10-8014,"NM_053181,NM_001039533,NM_001291017",Pdxdc1,chr16,-,13833572,13903145,13903145
mm10-8015,"NM_033564,NM_001289563,NM_001289562,NM_001289565,NM_001289561,NM_001289567",Mpv17l,chr16,+,13903160,13949619,13903160
mm10-8016,NM_001270718,Ifitm7,chr16,-,13981701,13986867,13986867
mm10-8017,NM_144518,2900011O08Rik,chr16,+,13986636,14101494,13986636
mm10-8018,NM_001081154,Marf1,chr16,-,14109165,14159274,14159274
mm10-8019,NR_030252,Mir484,chr16,+,14159625,14159692,14159625
mm10-8020,"NM_001285504,NM_001285503,NM_023317,NM_001114085",Nde1,chr16,+,14163274,14192923,14163274
mm10-8021,"NM_013607,NM_001161775",Myh11,chr16,-,14194526,14291408,14291408
mm10-8022,NM_025345,Fopnl,chr16,-,14299243,14317332,14317332
mm10-8023,NM_008576,Abcc1,chr16,+,14361557,14474878,14361557
mm10-8024,NR_033556,A630010A05Rik,chr16,+,14562316,14621284,14562316
mm10-8025,NM_011415,Snai2,chr16,+,14705858,14709382,14705858
mm10-8026,NM_025769,Efcab1,chr16,+,14906645,14924522,14906645
mm10-8027,"NM_001159351,NM_023585",Ube2v2,chr16,-,15550985,15594518,15594518
mm10-8028,NM_008565,Mcm4,chr16,-,15623896,15637400,15637400
mm10-8029,NM_011159,Prkdc,chr16,+,15637865,15842239,15637865
mm10-8030,NM_029354,Mzt2,chr16,-,15848440,15863322,15863322
mm10-8031,NM_007679,Cebpd,chr16,+,15887285,15889545,15887285
mm10-8032,NM_146068,Spidr,chr16,-,15889224,16146851,16146851
mm10-8033,NM_026163,Pkp2,chr16,+,16213344,16272712,16213344
mm10-8034,"NM_198246,NR_038046",Yars2,chr16,+,16302964,16309640,16302964
mm10-8035,"NR_075074,NM_001025947,NM_001276341,NM_001276340,NM_152816",Dnm1l,chr16,-,16312227,16359031,16359031
mm10-8036,"NM_001301818,NM_001301817,NM_139232",Fgd4,chr16,-,16416914,16599978,16599978
mm10-8037,NM_146335,Olfr19,chr16,-,16673049,16673979,16673979
mm10-8038,NR_045920,4933404G15Rik,chr16,-,16707686,16718121,16718121
mm10-8039,NM_015773,Spag6l,chr16,-,16753015,16829363,16829363
mm10-8040,NM_001258458,Rpl31-ps12,chr16,-,16819712,16820196,16820196
mm10-8041,NM_001190325,Igll1,chr16,-,16860670,16863985,16863985
mm10-8042,NM_016982,Vpreb1,chr16,-,16868400,16869255,16869255
mm10-8043,"NM_001326576,NM_011624",Top3b,chr16,+,16870735,16892986,16870735
mm10-8044,NM_176833,Ppm1f,chr16,+,16896468,16927375,16896468
mm10-8045,"NM_011949,NM_001038663",Mapk1,chr16,+,16983381,17047453,16983381
mm10-8046,"NM_023249,NM_001291053,NM_001291047",Ypel1,chr16,+,17070138,17086736,17070138
mm10-8047,"NM_001252444,NM_001252445,NM_144954",Ppil2,chr16,-,17086555,17111252,17111252
mm10-8048,NM_183287,2610318N02Rik,chr16,-,17113397,17125106,17125106
mm10-8049,NR_029659,Mir130b,chr16,-,17124060,17124142,17124142
mm10-8050,NR_030415,Mir301b,chr16,-,17124399,17124496,17124496
mm10-8051,NM_022324,Sdf2l1,chr16,-,17130137,17132383,17132383
mm10-8052,"NM_029779,NM_001306169",Ccdc116,chr16,-,17139063,17147229,17147229
mm10-8053,NM_026940,Ydjc,chr16,+,17146966,17148857,17146966
mm10-8054,NM_009456,Ube2l3,chr16,-,17152014,17201492,17201492
mm10-8055,NM_001033338,Rimbp3,chr16,+,17208134,17213982,17208134
mm10-8056,NM_178922,Hic2,chr16,+,17233586,17263430,17233586
mm10-8057,NM_177473,Tmem191c,chr16,+,17276299,17278661,17276299
mm10-8058,NM_001001983,Pi4ka,chr16,-,17280350,17406314,17406314
mm10-8059,"NM_001331047,NM_008223",Serpind1,chr16,+,17331370,17343574,17331370
mm10-8060,NM_023348,Snap29,chr16,+,17405999,17430826,17405999
mm10-8061,"NM_007764,NM_001277231",Crkl,chr16,+,17451984,17487440,17451984
mm10-8062,"NM_001291070,NM_175178",Aifm3,chr16,+,17489676,17507485,17489676
mm10-8063,"NM_025808,NM_001331227,NM_001331226",Lztr1,chr16,+,17508682,17526333,17508682
mm10-8064,NM_026909,Thap7,chr16,-,17527981,17531052,17531052
mm10-8065,"NM_029053,NM_001145435",Lrrc74b,chr16,-,17544464,17561247,17561247
mm10-8066,"NM_011028,NM_001159561",P2rx6,chr16,+,17561884,17572012,17561884
mm10-8067,NM_144852,Slc7a4,chr16,-,17572017,17576671,17576671
mm10-8068,"NM_001164611,NM_001164610,NM_001164609,NM_029945",Smpd4,chr16,+,17619353,17644830,17619353
mm10-8069,NM_001166164,Ccdc74a,chr16,+,17646469,17650738,17646469
mm10-8070,"NM_001040683,NM_001285884,NM_001285886,NM_033609",Med15,chr16,-,17651207,17722947,17722947
mm10-8071,NM_145479,Klhl22,chr16,+,17759620,17793382,17759620
mm10-8072,NM_153790,Scarf2,chr16,+,17797281,17808293,17797281
mm10-8073,NR_027959,B830017H08Rik,chr16,+,17833118,17835019,17833118
mm10-8074,NM_030558,Car15,chr16,-,17835275,17838186,17838186
mm10-8075,"NM_001109750,NM_010048",Dgcr2,chr16,-,17840355,17891728,17891728
mm10-8076,NM_009435,Tssk1,chr16,+,17894202,17895653,17894202
mm10-8077,NM_009436,Tssk2,chr16,+,17898636,17900024,17898636
mm10-8078,"NM_022408,NM_001081633",Dgcr14,chr16,-,17900708,17911348,17911348
mm10-8079,NM_029469,Gsc2,chr16,-,17913553,17915059,17915059
mm10-8080,NM_153150,Slc25a1,chr16,-,17925210,17928219,17928219
mm10-8081,NM_016983,Vpreb2,chr16,+,17980564,17981080,17980564
mm10-8082,"NR_110380,NM_010047,NM_001289814,NM_001289813",Dgcr6,chr16,+,18052859,18071632,18052859
mm10-8083,NM_011172,Prodh,chr16,-,18071725,18089190,18089190
mm10-8084,NM_022982,Rtn4r,chr16,+,18127705,18152408,18127705
mm10-8085,NR_105785,Mir6366,chr16,-,18165088,18165170,18165170
mm10-8086,"NR_027843,NR_015575",4933432I09Rik,chr16,-,18209685,18213863,18213863
mm10-8087,NM_172151,Zdhhc8,chr16,-,18220752,18235136,18235136
mm10-8088,NM_011239,Ranbp1,chr16,-,18239978,18248694,18248694
mm10-8089,"NM_001081000,NM_001080999,NM_001195205",Trmt2a,chr16,+,18248882,18254772,18248882
mm10-8090,NM_033324,Dgcr8,chr16,-,18253964,18289168,18289168
mm10-8091,NR_035467,Mir1306,chr16,-,18284238,18284317,18284317
mm10-8092,NR_128565,Gm24572,chr16,-,18284549,18284637,18284637
mm10-8093,NM_138583,Tango2,chr16,-,18300824,18343932,18343932
mm10-8094,NR_029571,Mir185,chr16,-,18327400,18327465,18327465
mm10-8095,"NM_001272029,NM_001272028,NM_001272032,NM_001272031,NM_001272030,NM_033474",Arvcf,chr16,+,18348181,18407074,18348181
mm10-8096,"NM_001111063,NM_007744,NM_001111062",Comt,chr16,-,18406881,18426716,18426716
mm10-8097,NM_013711,Txnrd2,chr16,+,18426416,18479073,18426416
mm10-8098,"NM_001081682,NM_001285494,NM_001285493,NM_001285491,NM_023120,NR_104347",Gnb1l,chr16,+,18498712,18566680,18498712
mm10-8099,"NM_011532,NM_001285476,NM_001285472",Tbx1,chr16,-,18581703,18590671,18590671
mm10-8100,"NM_010327,NM_001001999",Gp1bb,chr16,-,18620318,18622403,18622403
mm10-8101,NM_213614,Sept5,chr16,-,18621810,18629938,18629938
mm10-8102,NM_013805,Cldn5,chr16,+,18776846,18778262,18776846
mm10-8103,"NM_001161623,NM_009862",Cdc45,chr16,-,18780446,18811972,18811972
mm10-8104,"NM_011672,NR_028403",Ufd1l,chr16,+,18812293,18835261,18812293
mm10-8105,NM_001033164,2510002D24Rik,chr16,+,18836579,18840113,18836579
mm10-8106,NM_010922,Mrpl40,chr16,-,18872017,18876637,18876637
mm10-8107,NM_010435,Hira,chr16,+,18876749,18970308,18876749
mm10-8108,NM_146451,Olfr164,chr16,-,19285793,19286741,19286741
mm10-8109,NM_146466,Olfr165,chr16,-,19407075,19408017,19408017
mm10-8110,NM_147068,Olfr166,chr16,+,19486839,19487778,19486839
mm10-8111,NM_146935,Olfr167,chr16,-,19514695,19515634,19515634
mm10-8112,NM_146357,Olfr168,chr16,-,19529979,19530918,19530918
mm10-8113,NM_001011855,Olfr169,chr16,-,19565939,19566881,19566881
mm10-8114,NM_146957,Olfr170,chr16,-,19605724,19606666,19606666
mm10-8115,NM_146958,Olfr171,chr16,-,19624156,19625101,19625101
mm10-8116,NM_177356,Lamp3,chr16,-,19653380,19706365,19706365
mm10-8117,"NM_001159408,NM_001159407,NM_054052",B3gnt5,chr16,+,19760233,19772753,19760233
mm10-8118,"NR_015488,NR_027896",A930003A15Rik,chr16,-,19876567,19884274,19884274
mm10-8119,NM_183390,Klhl6,chr16,-,19946491,19983049,19983049
mm10-8120,NM_029436,Klhl24,chr16,+,20097553,20127744,20097553
mm10-8121,"NM_001145930,NM_001145931,NM_001033237",Yeats2,chr16,+,20141062,20232573,20141062
mm10-8122,NM_198599,Map6d1,chr16,-,20233308,20241358,20241358
mm10-8123,NM_001005767,Parl,chr16,-,20279820,20302362,20302362
mm10-8124,NM_183158,Cyp2ab1,chr16,-,20308386,20325404,20325404
