tSNE1	tSNE2	cluster	cell_id
10.61	11.32	preB	Exp100-Sample10.all_Tn5-GTTTCA_BC00684_N01
7.82	3.84	B	Exp100-Sample10.all_Tn5-GTTTCA_BC00771_N02
15.69	-6.67	Mono-1	Exp100-Sample10.all_Tn5-GTTTCA_BC00813_N02
27.01	-10.35	Ery-early	Exp100-Sample10.all_Tn5-GTTTCA_BC00924_N02
22.02	6.15	proB	Exp100-Sample10.all_Tn5-GTTTCA_BC01055_N03
13.86	-20.6	Mono-2	Exp100-Sample10.all_Tn5-GTTTCA_BC01058_N03
8.16	17.79	preB	Exp100-Sample10.all_Tn5-GTTTCA_BC01123_N01
0.82	27.43	NK	Exp100-Sample10.all_Tn5-GTTTCA_BC01193_N01
21.69	5.66	proB	Exp100-Sample10.all_Tn5-GTTTCA_BC01206_N03
-4.93	9.39	CD8	Exp100-Sample10.all_Tn5-GTTTCA_BC01294_N01
8.19	-3.67	Mono-1	Exp100-Sample10.all_Tn5-GTTTCA_BC01326_N02
8.88	-20.93	Mono-2	Exp100-Sample10.all_Tn5-GTTTCA_BC01429_N03
12.21	-18.1	Mono-2	Exp100-Sample10.all_Tn5-GTTTCA_BC01481_N02
-16.57	-5.11	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC01493_N02
10.29	15.92	preB	Exp100-Sample10.all_Tn5-GTTTCA_BC01508_N02
22.03	7.29	proB	Exp100-Sample10.all_Tn5-GTTTCA_BC01516_N02
-5.14	22.47	NK	Exp100-Sample10.all_Tn5-GTTTCA_BC01548_N01
13.38	-6.91	Mono-1	Exp100-Sample10.all_Tn5-GTTTCA_BC01559_N02
-13.41	0.35	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC01756_N02
-14.29	-16.1	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC01855_N02
19.86	-12.04	Mono-2	Exp100-Sample10.all_Tn5-GTTTCA_BC01873_N01
27.8	-12.49	HSPC-ery	Exp100-Sample10.all_Tn5-GTTTCA_BC01887_N03
20.6	4.58	proB	Exp100-Sample10.all_Tn5-GTTTCA_BC01893_N04
17.66	-18.22	Mono-2	Exp100-Sample10.all_Tn5-GTTTCA_BC01894_N03
6.67	9.86	preB	Exp100-Sample10.all_Tn5-GTTTCA_BC01933_N02
-2.82	16.61	NK	Exp100-Sample10.all_Tn5-GTTTCA_BC01951_N04
-10.11	-13.35	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC02055_N02
15.31	12.83	preB	Exp100-Sample10.all_Tn5-GTTTCA_BC02058_N02
6.57	-20.13	Mono-2	Exp100-Sample10.all_Tn5-GTTTCA_BC02084_N03
-5.78	21.94	NK	Exp100-Sample10.all_Tn5-GTTTCA_BC02089_N01
12.94	14.37	preB	Exp100-Sample10.all_Tn5-GTTTCA_BC02189_N02
-13.61	-6.88	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC02245_N02
-4.61	1.41	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC02247_N01
13.71	14.23	preB	Exp100-Sample10.all_Tn5-GTTTCA_BC02421_N02
-10.87	15.53	CD8	Exp100-Sample10.all_Tn5-GTTTCA_BC02487_N02
-19.95	-8.39	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC02547_N02
-19.12	4.62	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC02554_N01
5.45	-9.33	Mono-1	Exp100-Sample10.all_Tn5-GTTTCA_BC02601_N03
11.36	-7.34	Mono-1	Exp100-Sample10.all_Tn5-GTTTCA_BC02680_N01
12.83	14.47	preB	Exp100-Sample10.all_Tn5-GTTTCA_BC02734_N02
10.21	12.72	preB	Exp100-Sample10.all_Tn5-GTTTCA_BC02741_N03
-5.39	-4.45	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC02786_N02
0.15	-23.99	HSPC	Exp100-Sample10.all_Tn5-GTTTCA_BC02860_N03
-9.79	0.14	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC02879_N03
-5.71	27.39	NK	Exp100-Sample10.all_Tn5-GTTTCA_BC02883_N03
-5.49	12.26	CD8	Exp100-Sample10.all_Tn5-GTTTCA_BC02941_N01
-6.21	25.97	NK	Exp100-Sample10.all_Tn5-GTTTCA_BC03037_N02
-11.44	-3.57	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC03158_N02
9.51	-2.27	Mono-1	Exp100-Sample10.all_Tn5-GTTTCA_BC03194_N02
-18.12	-10.87	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC03266_N02
-14.14	-8.16	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC03275_N02
-7.6	22.99	NK	Exp100-Sample10.all_Tn5-GTTTCA_BC03432_N01
-24.43	-5.83	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC03473_N03
-5.79	28.12	NK	Exp100-Sample10.all_Tn5-GTTTCA_BC03495_N04
-15.51	-14.21	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC03499_N01
-1.71	22.49	NK	Exp100-Sample10.all_Tn5-GTTTCA_BC03500_N02
21	0.99	CLP	Exp100-Sample10.all_Tn5-GTTTCA_BC03524_N03
-10.18	-1.05	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC03538_N02
8.33	-1.49	Mono-1	Exp100-Sample10.all_Tn5-GTTTCA_BC03554_N01
-11.58	-13.02	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC03599_N02
0.45	-1.32	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC03615_N03
-17.29	-15.08	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC03658_N02
-2.25	22.4	NK	Exp100-Sample10.all_Tn5-GTTTCA_BC03667_N01
17.25	-12.71	Mono-1	Exp100-Sample10.all_Tn5-GTTTCA_BC03812_N02
-11.07	9.81	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC04125_N03
-14.54	-16.87	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC04179_N04
-1.2	1.45	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC04201_N01
12.13	15.55	preB	Exp100-Sample10.all_Tn5-GTTTCA_BC04383_N03
-4.44	23.41	NK	Exp100-Sample10.all_Tn5-GTTTCA_BC04398_N03
12.1	-3.91	Mono-1	Exp100-Sample10.all_Tn5-GTTTCA_BC04413_N02
-20.09	-5.4	CD8	Exp100-Sample10.all_Tn5-GTTTCA_BC04445_N03
-0.51	3.62	CD8	Exp100-Sample10.all_Tn5-GTTTCA_BC04514_N02
8.46	-16.7	Mono-2	Exp100-Sample10.all_Tn5-GTTTCA_BC04564_N03
-20.08	-7.68	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC04624_N03
-5.56	2.72	CD8	Exp100-Sample10.all_Tn5-GTTTCA_BC04675_N04
9.3	16.36	preB	Exp100-Sample10.all_Tn5-GTTTCA_BC04805_N04
-0.76	22.32	NK	Exp100-Sample10.all_Tn5-GTTTCA_BC04926_N02
9.59	11.95	preB	Exp100-Sample10.all_Tn5-GTTTCA_BC05004_N02
-5.14	4.35	CD8	Exp100-Sample10.all_Tn5-GTTTCA_BC05139_N03
-7.45	-14.87	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC05159_N02
-10.28	-1.17	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC05249_N02
17.9	-14.82	Mono-1	Exp100-Sample10.all_Tn5-GTTTCA_BC05267_N04
-8.01	-12.74	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC05328_N03
27.53	-10.81	Ery-early	Exp100-Sample10.all_Tn5-GTTTCA_BC05346_N05
10.56	9.9	preB	Exp100-Sample10.all_Tn5-GTTTCA_BC05369_N03
-14.8	-7.79	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC05403_N03
5.9	-10.19	Mono-1	Exp100-Sample10.all_Tn5-GTTTCA_BC05431_N02
-4.25	-5.7	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC05571_N02
8.75	10.49	preB	Exp100-Sample10.all_Tn5-GTTTCA_BC05613_N02
-12.18	1.46	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC05642_N03
5.62	4.03	B	Exp100-Sample10.all_Tn5-GTTTCA_BC05671_N05
-7.42	6.42	CD8	Exp100-Sample10.all_Tn5-GTTTCA_BC05757_N01
20.32	-1.13	CLP	Exp100-Sample10.all_Tn5-GTTTCA_BC05847_N02
-5.52	-7.93	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC05876_N01
-6.28	1.49	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC05986_N03
-17.68	-16.75	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC06048_N02
-3.36	27.36	NK	Exp100-Sample10.all_Tn5-GTTTCA_BC06100_N04
10.35	18.18	preB	Exp100-Sample10.all_Tn5-GTTTCA_BC06247_N03
-7.81	10.16	CD8	Exp100-Sample10.all_Tn5-GTTTCA_BC06283_N02
-4.39	-12.04	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC06296_N03
9.48	-12.27	Mono-2	Exp100-Sample10.all_Tn5-GTTTCA_BC06342_N03
1.89	-3.82	CD8	Exp100-Sample10.all_Tn5-GTTTCA_BC06491_N03
-12.25	1.77	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC06573_N04
-7.11	1.55	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC06620_N04
-19.46	6.19	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC06631_N03
9.35	-2.83	Mono-1	Exp100-Sample10.all_Tn5-GTTTCA_BC06643_N03
-19.64	-8.19	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC06762_N04
-5.9	-5.61	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC06886_N02
-1.46	-1.47	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC06896_N04
6.28	-9.7	Mono-1	Exp100-Sample10.all_Tn5-GTTTCA_BC06934_N02
-8.12	25.16	NK	Exp100-Sample10.all_Tn5-GTTTCA_BC07063_N03
-7.56	21.93	NK	Exp100-Sample10.all_Tn5-GTTTCA_BC07098_N03
-2.61	24.5	NK	Exp100-Sample10.all_Tn5-GTTTCA_BC07146_N03
-9.8	-1.96	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC07250_N03
-6.71	0.63	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC07254_N04
-17.73	3.88	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC07277_N03
7.32	4.95	B	Exp100-Sample10.all_Tn5-GTTTCA_BC07500_N03
5.92	4.9	B	Exp100-Sample10.all_Tn5-GTTTCA_BC07659_N03
11.5	-9.47	Mono-1	Exp100-Sample10.all_Tn5-GTTTCA_BC07715_N05
8.55	-7.45	Mono-1	Exp100-Sample10.all_Tn5-GTTTCA_BC07873_N02
-0.7	1.53	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC07887_N02
-19.14	-3.15	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC08154_N03
-3.31	5.3	CD8	Exp100-Sample10.all_Tn5-GTTTCA_BC08169_N03
-2.32	-2.17	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC08283_N03
30.87	-4.52	Ery-early	Exp100-Sample10.all_Tn5-GTTTCA_BC08346_N02
-16.18	-13.23	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC08604_N04
-1.73	-6.33	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC08620_N04
-0.52	-11.25	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC08698_N03
1.39	22.91	NK	Exp100-Sample10.all_Tn5-GTTTCA_BC08709_N04
-11.56	-3.36	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC08755_N02
-6.25	2.39	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC08763_N05
-15.93	6.55	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC08799_N03
-4.87	-8.29	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC09002_N04
-2.92	16.85	NK	Exp100-Sample10.all_Tn5-GTTTCA_BC09069_N04
-13.13	-16.63	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC09172_N04
7.81	-1.01	Mono-1	Exp100-Sample10.all_Tn5-GTTTCA_BC09327_N03
-10.96	-9.6	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC09454_N05
7.48	7.34	preB	Exp100-Sample10.all_Tn5-GTTTCA_BC09704_N02
0.39	-11.97	Collision	Exp100-Sample10.all_Tn5-GTTTCA_BC09762_N04
12.14	-7.99	Mono-1	Exp100-Sample10.all_Tn5-GTTTCA_BC09892_N02
9.89	-10.68	Mono-1	Exp100-Sample10.all_Tn5-GTTTCA_BC10056_N03
-11.97	-10.26	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC10077_N03
-10.08	9.78	CD8	Exp100-Sample10.all_Tn5-GTTTCA_BC10276_N03
-1.33	3.91	CD4	Exp100-Sample10.all_Tn5-GTTTCA_BC10550_N04
31.54	-5.62	Ery-early	Exp100-Sample10.all_Tn5-GTTTCA_BC10927_N02
11.33	-11.26	Mono-1	Exp100-Sample10.all_Tn5-GTTTCA_BC11004_N02
3.08	26.61	NK	Exp100-Sample10.all_Tn5-GTTTCA_BC12777_N04
23.37	5.23	proB	Exp100-Sample10.all_Tn5-GTTTCA_BC14884_N04
13.89	-17.04	Mono-2	Exp100-Sample11.all_Tn5-AAAGAA_BC00298_N02
11.89	13.92	preB	Exp100-Sample11.all_Tn5-AAAGAA_BC00474_N01
14.34	-7.94	Mono-1	Exp100-Sample11.all_Tn5-AAAGAA_BC00587_N02
-0.22	-24.8	HSPC	Exp100-Sample11.all_Tn5-AAAGAA_BC00594_N03
7.3	-20.86	Mono-2	Exp100-Sample11.all_Tn5-AAAGAA_BC00935_N02
5.57	-25.86	HSPC	Exp100-Sample11.all_Tn5-AAAGAA_BC00950_N02
28.64	-7.42	Ery-early	Exp100-Sample11.all_Tn5-AAAGAA_BC00975_N01
-0.09	-28.3	HSPC	Exp100-Sample11.all_Tn5-AAAGAA_BC01083_N02
15.39	-18.51	Mono-2	Exp100-Sample11.all_Tn5-AAAGAA_BC01125_N02
-9.45	8.93	CD8	Exp100-Sample11.all_Tn5-AAAGAA_BC01291_N01
-14.54	2.54	CD4	Exp100-Sample11.all_Tn5-AAAGAA_BC01356_N01
25.61	-6.4	Ery-early	Exp100-Sample11.all_Tn5-AAAGAA_BC01768_N02
8.37	10.19	preB	Exp100-Sample11.all_Tn5-AAAGAA_BC01829_N02
8.15	-22.55	Mono-2	Exp100-Sample11.all_Tn5-AAAGAA_BC01936_N02
25.61	-8.98	Ery-early	Exp100-Sample11.all_Tn5-AAAGAA_BC02073_N02
-10.23	-23.59	pDC	Exp100-Sample11.all_Tn5-AAAGAA_BC02173_N01
11.7	13.96	preB	Exp100-Sample11.all_Tn5-AAAGAA_BC02327_N01
0.89	-21.69	HSPC	Exp100-Sample11.all_Tn5-AAAGAA_BC02361_N03
9.59	12.02	preB	Exp100-Sample11.all_Tn5-AAAGAA_BC02411_N02
-3.38	20.17	NK	Exp100-Sample11.all_Tn5-AAAGAA_BC02478_N01
13.02	-3.72	Mono-1	Exp100-Sample11.all_Tn5-AAAGAA_BC02577_N02
16.36	-4.83	Mono-1	Exp100-Sample11.all_Tn5-AAAGAA_BC02821_N03
4.04	10.14	preB	Exp100-Sample11.all_Tn5-AAAGAA_BC02979_N03
-19.15	-7.31	CD4	Exp100-Sample11.all_Tn5-AAAGAA_BC03087_N02
-19.76	-13.12	CD4	Exp100-Sample11.all_Tn5-AAAGAA_BC03122_N01
14.51	-11.81	Mono-1	Exp100-Sample11.all_Tn5-AAAGAA_BC03133_N02
-1.84	27.91	NK	Exp100-Sample11.all_Tn5-AAAGAA_BC03160_N03
-14.59	-12.16	CD4	Exp100-Sample11.all_Tn5-AAAGAA_BC03170_N01
-8.95	-23.81	pDC	Exp100-Sample11.all_Tn5-AAAGAA_BC03247_N02
-8.3	17.43	CD8	Exp100-Sample11.all_Tn5-AAAGAA_BC03496_N02
-8.28	14.19	CD8	Exp100-Sample11.all_Tn5-AAAGAA_BC03506_N03
-1.01	-3.66	CD4	Exp100-Sample11.all_Tn5-AAAGAA_BC03527_N02
11.15	-8.37	Mono-2	Exp100-Sample11.all_Tn5-AAAGAA_BC03574_N03
-19.37	-7.84	CD4	Exp100-Sample11.all_Tn5-AAAGAA_BC03635_N02
-7.6	12.28	CD8	Exp100-Sample11.all_Tn5-AAAGAA_BC03720_N02
-12.7	-10.42	CD4	Exp100-Sample11.all_Tn5-AAAGAA_BC03772_N01
30.3	6.81	Ery-late	Exp100-Sample11.all_Tn5-AAAGAA_BC03773_N03
-14.22	12.45	CD8	Exp100-Sample11.all_Tn5-AAAGAA_BC03780_N02
2.65	24.14	NK	Exp100-Sample11.all_Tn5-AAAGAA_BC03795_N02
-23.34	3.43	CD4	Exp100-Sample11.all_Tn5-AAAGAA_BC03902_N01
-22.09	-1.41	CD4	Exp100-Sample11.all_Tn5-AAAGAA_BC03990_N03
-15.14	0.13	CD4	Exp100-Sample11.all_Tn5-AAAGAA_BC04001_N02
-2.21	-27.08	HSPC	Exp100-Sample11.all_Tn5-AAAGAA_BC04018_N02
-1.85	5.26	CD8	Exp100-Sample11.all_Tn5-AAAGAA_BC04030_N02
-25.69	-2.16	CD4	Exp100-Sample11.all_Tn5-AAAGAA_BC04115_N02
11.88	-11.74	Mono-1	Exp100-Sample11.all_Tn5-AAAGAA_BC04171_N03
-13.77	-16.99	CD4	Exp100-Sample11.all_Tn5-AAAGAA_BC04223_N03
10.34	18.56	preB	Exp100-Sample11.all_Tn5-AAAGAA_BC04330_N02
-10.8	-17.46	CD4	Exp100-Sample11.all_Tn5-AAAGAA_BC04448_N01
15.34	16.22	preB	Exp100-Sample11.all_Tn5-AAAGAA_BC04452_N03
-11.66	-8.68	CD4	Exp100-Sample11.all_Tn5-AAAGAA_BC04741_N03
-7.61	14.27	CD8	Exp100-Sample11.all_Tn5-AAAGAA_BC04874_N03
5.18	-0.44	Collision	Exp100-Sample11.all_Tn5-AAAGAA_BC04935_N01
-10.25	15.47	CD8	Exp100-Sample11.all_Tn5-AAAGAA_BC05084_N02
23.24	3.12	proB	Exp100-Sample11.all_Tn5-AAAGAA_BC05112_N02
-22.95	4.03	CD4	Exp100-Sample11.all_Tn5-AAAGAA_BC05125_N03
-12.87	14.5	CD8	Exp100-Sample11.all_Tn5-AAAGAA_BC05235_N03
8.66	15.96	preB	Exp100-Sample11.all_Tn5-AAAGAA_BC05436_N03
8.21	-17.4	Mono-2	Exp100-Sample11.all_Tn5-AAAGAA_BC05437_N01
-2.49	-11.43	CD4	Exp100-Sample11.all_Tn5-AAAGAA_BC05467_N02
13.18	7.83	preB	Exp100-Sample11.all_Tn5-AAAGAA_BC05468_N02
-9.83	-9.82	CD4	Exp100-Sample11.all_Tn5-AAAGAA_BC05698_N02
-5.79	20.22	NK	Exp100-Sample11.all_Tn5-AAAGAA_BC05748_N04
18.39	7.98	proB	Exp100-Sample11.all_Tn5-AAAGAA_BC05787_N03
-5.99	-4.96	CD4	Exp100-Sample11.all_Tn5-AAAGAA_BC06037_N04
15.91	12.43	preB	Exp100-Sample11.all_Tn5-AAAGAA_BC06085_N05
4.81	-29.52	HSPC	Exp100-Sample11.all_Tn5-AAAGAA_BC06357_N02
7.4	8.73	preB	Exp100-Sample11.all_Tn5-AAAGAA_BC06393_N02
9.82	-9.19	Mono-1	Exp100-Sample11.all_Tn5-AAAGAA_BC06484_N03
2.28	-26.24	HSPC	Exp100-Sample11.all_Tn5-AAAGAA_BC06499_N02
6.23	-5.34	Mono-1	Exp100-Sample11.all_Tn5-AAAGAA_BC06905_N02
28.04	-0.88	Ery-early	Exp100-Sample11.all_Tn5-AAAGAA_BC06973_N03
2.04	-1.35	CD8	Exp100-Sample11.all_Tn5-AAAGAA_BC07724_N02
0.47	8.95	CD8	Exp100-Sample11.all_Tn5-AAAGAA_BC07797_N02
1.34	-19.84	HSPC	Exp100-Sample11.all_Tn5-AAAGAA_BC08053_N03
-13.97	1.66	CD4	Exp100-Sample11.all_Tn5-AAAGAA_BC08105_N03
0.91	1.32	CD4	Exp100-Sample11.all_Tn5-AAAGAA_BC08784_N04
8.3	-22.32	Mono-2	Exp100-Sample11.all_Tn5-AACAGC_BC00198_N01
24.25	4.47	proB	Exp100-Sample11.all_Tn5-AACAGC_BC00306_N01
31.49	3.9	Ery-late	Exp100-Sample11.all_Tn5-AACAGC_BC00320_N01
19.85	4.84	proB	Exp100-Sample11.all_Tn5-AACAGC_BC00412_N01
16.13	16.41	preB	Exp100-Sample11.all_Tn5-AACAGC_BC00473_N01
9.83	2.85	B	Exp100-Sample11.all_Tn5-AACAGC_BC00486_N01
-0.83	-28.36	HSPC	Exp100-Sample11.all_Tn5-AACAGC_BC00538_N01
-13.01	9.76	CD8	Exp100-Sample11.all_Tn5-AACAGC_BC00755_N01
2.76	-22.81	HSPC	Exp100-Sample11.all_Tn5-AACAGC_BC00860_N01
22.05	7.14	proB	Exp100-Sample11.all_Tn5-AACAGC_BC00876_N02
-21.32	4.05	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC01434_N01
12.88	17.43	preB	Exp100-Sample11.all_Tn5-AACAGC_BC01475_N02
10.34	-14.59	Mono-2	Exp100-Sample11.all_Tn5-AACAGC_BC01625_N02
8.31	12.72	preB	Exp100-Sample11.all_Tn5-AACAGC_BC01671_N01
-18.87	-0.18	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC01727_N02
16.17	15.36	preB	Exp100-Sample11.all_Tn5-AACAGC_BC01741_N01
-16.5	16.86	CD8	Exp100-Sample11.all_Tn5-AACAGC_BC01816_N02
-21.15	-11.09	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC01868_N01
11.12	-7.11	Mono-1	Exp100-Sample11.all_Tn5-AACAGC_BC02055_N02
-7.07	22.45	NK	Exp100-Sample11.all_Tn5-AACAGC_BC02104_N02
-11.72	15.72	CD8	Exp100-Sample11.all_Tn5-AACAGC_BC02112_N01
14.87	-10.33	Mono-1	Exp100-Sample11.all_Tn5-AACAGC_BC02225_N02
7.49	16.53	preB	Exp100-Sample11.all_Tn5-AACAGC_BC02325_N01
15.95	-12.17	Mono-1	Exp100-Sample11.all_Tn5-AACAGC_BC02456_N03
22.56	7.62	proB	Exp100-Sample11.all_Tn5-AACAGC_BC02625_N02
-25.41	7.47	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC02661_N02
8.76	2.41	B	Exp100-Sample11.all_Tn5-AACAGC_BC02671_N01
-5.41	30.14	NK	Exp100-Sample11.all_Tn5-AACAGC_BC02686_N02
-1.05	20.35	NK	Exp100-Sample11.all_Tn5-AACAGC_BC03094_N02
1.99	23.37	NK	Exp100-Sample11.all_Tn5-AACAGC_BC03095_N02
-10.86	6.56	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC03202_N02
-24.8	7.17	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC03296_N03
-13.63	-10.29	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC03417_N02
-13.15	-12.65	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC03476_N01
9.06	12.16	preB	Exp100-Sample11.all_Tn5-AACAGC_BC03668_N04
13.57	3.89	B	Exp100-Sample11.all_Tn5-AACAGC_BC03671_N02
20.05	9.38	proB	Exp100-Sample11.all_Tn5-AACAGC_BC03680_N03
-17.44	7.17	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC03722_N03
-8.92	13.68	CD8	Exp100-Sample11.all_Tn5-AACAGC_BC03740_N02
-5.1	13.33	CD8	Exp100-Sample11.all_Tn5-AACAGC_BC03827_N01
0	25.88	NK	Exp100-Sample11.all_Tn5-AACAGC_BC03885_N04
-10.37	12.87	CD8	Exp100-Sample11.all_Tn5-AACAGC_BC03963_N04
-24.86	3.58	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC03989_N02
-21.75	-6.2	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC04206_N02
-3.84	-12.98	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC04356_N01
12.62	17.4	preB	Exp100-Sample11.all_Tn5-AACAGC_BC04468_N04
-8.49	12.11	CD8	Exp100-Sample11.all_Tn5-AACAGC_BC04484_N03
9.34	10.55	proB	Exp100-Sample11.all_Tn5-AACAGC_BC04516_N03
-6.14	28.86	NK	Exp100-Sample11.all_Tn5-AACAGC_BC04539_N03
9.26	10.69	preB	Exp100-Sample11.all_Tn5-AACAGC_BC04569_N03
-13.01	5.22	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC04608_N04
-1.16	28	NK	Exp100-Sample11.all_Tn5-AACAGC_BC04706_N04
-13.98	11.35	CD8	Exp100-Sample11.all_Tn5-AACAGC_BC04743_N02
-9.19	-6	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC04802_N03
-9.06	-1.51	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC04858_N01
31.19	3.24	Ery-late	Exp100-Sample11.all_Tn5-AACAGC_BC05428_N05
-18.05	-2.78	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC05476_N03
-21.01	6.19	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC05683_N04
-20.58	-12.38	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC05816_N03
-16.44	6.63	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC05971_N02
-15.39	-16.86	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC06000_N04
16.27	11.18	preB	Exp100-Sample11.all_Tn5-AACAGC_BC06011_N05
-4.84	5.82	CD8	Exp100-Sample11.all_Tn5-AACAGC_BC06039_N03
-15.68	-9.49	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC06072_N04
-15.8	9.63	CD8	Exp100-Sample11.all_Tn5-AACAGC_BC06112_N03
-6.88	1.54	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC06150_N04
13.61	7.9	preB	Exp100-Sample11.all_Tn5-AACAGC_BC06228_N04
-1.54	21.67	NK	Exp100-Sample11.all_Tn5-AACAGC_BC06264_N03
28.73	-3.54	Ery-early	Exp100-Sample11.all_Tn5-AACAGC_BC06383_N05
-5.02	-6.25	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC06644_N02
7.76	17.79	preB	Exp100-Sample11.all_Tn5-AACAGC_BC06831_N03
15.2	16.1	preB	Exp100-Sample11.all_Tn5-AACAGC_BC06836_N03
-8.12	2.18	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC06938_N04
15.34	-12.71	Mono-1	Exp100-Sample11.all_Tn5-AACAGC_BC07150_N02
-22.9	8.58	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC07268_N03
-3.11	-10.79	CD4	Exp100-Sample11.all_Tn5-AACAGC_BC07342_N03
31.1	-3.28	Ery-early	Exp100-Sample11.all_Tn5-AACAGC_BC07408_N02
11.62	-12.83	Mono-2	Exp100-Sample11.all_Tn5-AACAGC_BC07663_N04
25.13	-6.34	Ery-early	Exp100-Sample11.all_Tn5-AACGTG_BC00247_N01
19.83	-0.64	CLP	Exp100-Sample11.all_Tn5-AACGTG_BC00263_N01
1.24	-24.35	HSPC	Exp100-Sample11.all_Tn5-AACGTG_BC00825_N01
20.28	-11.34	Mono-2	Exp100-Sample11.all_Tn5-AACGTG_BC00892_N01
-21.58	3.12	CD4	Exp100-Sample11.all_Tn5-AACGTG_BC01194_N01
21.92	6.56	proB	Exp100-Sample11.all_Tn5-AACGTG_BC01240_N03
-11.32	9.04	CD8	Exp100-Sample11.all_Tn5-AACGTG_BC01419_N02
-14.17	-3.4	CD4	Exp100-Sample11.all_Tn5-AACGTG_BC01425_N02
